"0","1467813579","Mon Apr 06 22:20:31 PDT 2009","NO_QUERY","starkissed","@LettyA ahh ive always wanted to see rent  love the soundtrack!!"
"4","2193578386","Tue Jun 16 08:38:55 PDT 2009","NO_QUERY","TeamUKskyvixen","@MayorDorisWolfe Thats my girl - dishing out the &quot;advice&quot; "
"4","2193578395","Tue Jun 16 08:38:55 PDT 2009","NO_QUERY","LaurenMoo10","@shebbs123 i second that "
"4","2193578576","Tue Jun 16 08:38:57 PDT 2009","NO_QUERY","angel_sammy04","In the garden "
"4","2193578679","Tue Jun 16 08:38:56 PDT 2009","NO_QUERY","puchal_ek","@myheartandmind jo jen by nemuselo zrovna te holce ael co nic "
"4","2193578716","Tue Jun 16 08:38:57 PDT 2009","NO_QUERY","youtubelatest","Another Commenting Contest! [;: Yay!!!  http://tinyurl.com/m6j2an"
"4","2193578739","Tue Jun 16 08:38:57 PDT 2009","NO_QUERY","Mandi_Davenport","@thrillmesoon i figured out how to see my tweets and facebook status updates, and i was set  the groups seemed like a pain to set up..."
"4","2193578758","Tue Jun 16 08:38:57 PDT 2009","NO_QUERY","xoAurixo","@oxhot theri tomorrow, drinking coffee, talking about our most important and favourite issue! YOU know what I mean "
"4","2193578847","Tue Jun 16 08:38:57 PDT 2009","NO_QUERY","RobFoxKerr","You heard it here first -- We're having a girl. Hope it has my looks and Wendy's brains. (Kidding, babe). "
"4","2193578982","Tue Jun 16 08:38:58 PDT 2009","NO_QUERY","LISKFEST","if ur the lead singer in a band, beware falling prey to LSD &quot;Lead Singer Disease&quot; http://tinyurl.com/n65xjt  #music #haveyouever?"
"4","2193579087","Tue Jun 16 08:38:58 PDT 2009","NO_QUERY","marhgil","@tarayqueen too much ads on my blog. "
"4","2193579092","Tue Jun 16 08:38:58 PDT 2009","NO_QUERY","cathriiin","@La_r_a NEVEER  I think that you both will get on well with each other..."
"4","2193579191","Tue Jun 16 08:38:59 PDT 2009","NO_QUERY","tellman","@Roy_Everitt ha- good job. that's right - we gotta throw that #bigrun tag EVERYWHERE! I wanna get it trending before I start "
"4","2193579211","Tue Jun 16 08:38:59 PDT 2009","NO_QUERY","jazzstixx","@Ms_Hip_Hop im glad ur doing well "
"4","2193579249","Tue Jun 16 08:38:59 PDT 2009","NO_QUERY","razzberry5594","WOOOOO! Xbox is back "
"4","2193579284","Tue Jun 16 08:38:59 PDT 2009","NO_QUERY","AgustinaP","@rmedina @LaTati Mmmm  That sounds absolutely perfect... but my schedule is full. I won't have time to lay in bed until Sunday. Ugh!!"
"4","2193579434","Tue Jun 16 08:39:00 PDT 2009","NO_QUERY","sdancingsteph","ReCoVeRiNg FrOm ThE lOnG wEeKeNd "
"4","2193579477","Tue Jun 16 08:39:00 PDT 2009","NO_QUERY","ChloeAmisha","@SCOOBY_GRITBOYS "
"4","2193579489","Tue Jun 16 08:39:00 PDT 2009","NO_QUERY","EvolveTom","@Cliff_Forster Yeah, that does work better than just waiting for it  In the end I just wonder if I have time to keep up a good blog."
"4","2193601966","Tue Jun 16 08:40:49 PDT 2009","NO_QUERY","AmandaMarie1028","Just woke up. Having no school is the best feeling ever "
"4","2193601969","Tue Jun 16 08:40:49 PDT 2009","NO_QUERY","TheWDBoards","TheWDB.com - Very cool to hear old Walt interviews!  d http://blip.fm/~8bmta"
"4","2193601991","Tue Jun 16 08:40:49 PDT 2009","NO_QUERY","bpbabe","Are you ready for your MoJo Makeover? Ask me for details "
"4","2193602064","Tue Jun 16 08:40:49 PDT 2009","NO_QUERY","tinydiamondz","Happy 38th Birthday to my boo of alll time!!! Tupac Amaru Shakur "
"4","2193602129","Tue Jun 16 08:40:50 PDT 2009","NO_QUERY","RyanTrevMorris","happy #charitytuesday @theNSPCC @SparksCharity @SpeakingUpH4H "
