								
								
								
								
								
Tag Name	TagScore	Entity Type 	Entity SCORE	EntityID	Entity Name 	Entity URL	Location	Description
Indian Kurtis	3.0	PAGE	10.0	239241696195441	LD Fashion Trend	https://www.facebook.com/239241696195441	{street=, zip=}	Distribution and retail of latest Indian Kurtis fashion wear ..
Indian Kurtis	3.0	PAGE	10.0	350869658297626	Indian ladies kurti	https://www.facebook.com/350869658297626	{street=, zip=}	
Indian Kurtis	3.0	PAGE	10.0	479668332062327	Heena Fashion	https://www.facebook.com/479668332062327	{street=, zip=}	T.S.P.L  have been established on 26th january 1986 by the former chair person late shri ved prakash singhal with a clear horizon and passion of serving the fashion industry. The company is engaged in manufacturing, trading and retailing of indian salwar kameez dupatta in ladies wear with the profuse use of variety of fabrics, embroideries, appliques and patterning in domestic and international market.  Priding itself as the cities premier fabric engineer, design maker and a leading innovator in embroidery, quality printing with best high resolution printing processing houses.  There has been tremendous expansions year on year with human strength, in house designing and garmenting with exclusive craftsmen and weavers across India.  PRODUCTS :-  Indian salwar suits and kurtis.   VISION AND GOALS :-  To establish integrated composite self sustainable textile and fashion industry. TO MAXIMIZE the awareness of Indian ethnic collection in global Market 
Indian Kurtis	3.0	PAGE	10.0	344449772305220	Likas	https://www.facebook.com/344449772305220	{street=, zip=}	
Indian Kurtis	3.0	PAGE	10.0	453258731361337	Princess Creationz	https://www.facebook.com/453258731361337	{street=, zip=}	
Indian Kurtis	3.0	PAGE	10.0	359645630721371	MJ Fashions	https://www.facebook.com/359645630721371	{street=, zip=}	We are an online boutique presenting different styles and patterns in Kurtis. 
Indian Kurtis	3.0	PAGE	10.0	125714957550852	Soulemo Dubai	https://www.facebook.com/125714957550852	{street=, zip=}	
Indian Kurtis	3.0	PAGE	2.0	143580475668163	Fabuloso India-venta de ropa indú	https://www.facebook.com/143580475668163	{street=, zip=}	
Indian Kurtis	3.0	PAGE	10.0	107099952783165	Aarkay Sarees and Jewelry	https://www.facebook.com/107099952783165	{street=, zip=}	
Indian Kurtis	3.0	PAGE	10.0	100736216712921	Preety Gadia Ensemble	https://www.facebook.com/100736216712921	{street=, zip=}	Preety Gadia Ensemble is your single source for all fashion needs! On offer is a huge variety of stitched and semi-stitched apparel, including Indian suits, kurtis and Western tunics.  Designs using machine/hand embroidery, printing, zari/moti work, are a specialty.We also offer customized sizes and colours to suit your fit and taste!!  Reach us at:  email : Preetygadiaensemble@gmail.com  Phone :+91 9880965730 We promise you will hear from us withing 24 hrs. 
Indian Kurtis	3.0	PAGE	10.0	101123786706156	Shree Collections	https://www.facebook.com/101123786706156	{street=, zip=}	
Indian Kurtis	3.0	PAGE	10.0	133623013441680	Eehaa	https://www.facebook.com/133623013441680	{street=, zip=}	At Eehaa we provide a wide range of Indian Kurtis/Tunics and Kaftans. We specialise in cotton and georgette kurtis with and without lining. Having our own manufacturing set up in India enables us to provide high quality fabrics, latest designs and high quality hand and machine embroidery  at affordable prices. For more info on prices or to order kindly email on info@eehaa.co.uk
Indian Kurtis	3.0	PAGE	10.0	258936487540825	Khanna Fabrics and Styles	https://www.facebook.com/258936487540825	{street=, zip=}	Neat hand made design Indian Kurtis with matching Shawls.100% cotton with cool lovely background colors.Guaranteed!
Indian Kurtis	3.0	PAGE	10.0	341303185964539	Noor's creations	https://www.facebook.com/341303185964539	{street=, zip=}	
Indian Kurtis	3.0	PAGE	10.0	131693563612881	Pavitra	https://www.facebook.com/131693563612881	{street=, zip=}	We take a pleasure to introduce ourselves as a trader having a great selection of Indian Clothes. Our fashion collection of Indian Clothes offers a fantastic array of exquisitely made garments coming from many top suppliers of Indian Clothing here in the India. Presenting unique range of garments that are specially hand crafted on our customer's specific requests thus making us all the more competitive in the market. We are a dedicated team of creative craftsmen who have a knack to come out with creative ideas that have pleased hearts for over years.  The combination of eye-catching embroidery on the rich fabric and the colorful and stunning patterns make the collection of embroidered kurtis, a definite stunner. These designers kurtis can have the front panels decorated with delightful embroidery and the sleeves and the lower part may either be enhanced by sober embroidery patterns, the variety being endless. 
Indian Kurtis	3.0	PAGE	10.0	271262886296090	Poshak Fashion	https://www.facebook.com/271262886296090	{street=, city=Mumbai, state=, country=India, zip=}	
Indian Kurtis	3.0	PAGE	10.0	103536543064669	VSV Export HUB	https://www.facebook.com/103536543064669	{street=3/4 Girikandra Complex Opp Bapod Talav , Nr Hdfc Atm , Waghodia Road, zip=390019}	VSV EXPORT HUB is the leading manufacture and Exporter of Handicraft Items and Traditional Indian Wear..........We are the best in the Category......contact us vsvexporthub@gmail.com   VSV TRENDS is the hub of Designer Kurtis AND Sarees where you can get outrageous range of Kurtis and Sarees....
Indian Kurtis	3.0	PAGE	2.0	116873931670181	OMO (on my own)	https://www.facebook.com/116873931670181	{street=, zip=}	
Indian Kurtis	3.0	PAGE	10.0	345733965496363	Avanti Exclusive Designs	https://www.facebook.com/345733965496363	{street=, zip=}	
Indian Kurtis	3.0	PAGE	10.0	357355694320284	Aanchal	https://www.facebook.com/357355694320284	{street=, zip=}	A Collection of Indian Sarees, Salwar Suits,Kurtis etc.
Indian Kurtis	3.0	PAGE	10.0	449366575096377	Aaina - Classic apparel that reflects the best in you.	https://www.facebook.com/449366575096377	{street=, zip=}	Semi-formal and formal Indian and fusion wear for the trendy urban women looking for refreshing, tastefully designed outfits that spell elegance and comfort. Stylish, classy designs with an underlying simplicity which echo your own persona. 
Indian Kurtis	3.0	PAGE	2.0	142683382426728	Panaache Fashiontrend	https://www.facebook.com/142683382426728	{street=, zip=94404}	
Indian Kurtis	3.0	PAGE	10.0	241353922619578	Second Skin	https://www.facebook.com/241353922619578	{street=, zip=}	A premium store celebrating women's fashion. Second Skin is the place where India's rich heritage and famed weaves come alive. Our range of sarees are trendsetters and are designed keeping in mind the modern woman. Second Skin in known for its designs and craftsmanship that are unique and original.
Embroidered Kurtis	3.0	PAGE	2.0	203222959774999	Urvi The Boutique	https://www.facebook.com/203222959774999	{street=Shop A-5, ECSTASY, Sangam Press road, Opp. Nimbalkar's Horse Riding School, Kothrud,, city=Pune, state=, country=India, zip=411038}	
Embroidered Kurtis	3.0	PAGE	10.0	191308544322889	Rosy Kapur Designs	https://www.facebook.com/191308544322889	{street=, zip=}	
Embroidered Kurtis	3.0	PAGE	38.0	20467458408	Hand Embroidered Tunics / Kurti / Shirt	https://www.facebook.com/20467458408	{street=, zip=}	
Embroidered Kurtis	3.0	PAGE	10.0	372513246156210	Satkriti	https://www.facebook.com/372513246156210	{street=, zip=}	
Embroidered Kurtis	3.0	PAGE	14.0	293413244031614	Darbari	https://www.facebook.com/293413244031614	{street=, zip=}	We are manufacturers of exclusive sarees, salwarsuits, kurtis & skirts, kaftans, and men's sherwanis & kurta pyjamas. We also have a collection of stoles, dupattas, embroidered evening bags, as well as leather hand bags of international quality and design. Our collection includes casual, semi formal and designer wear, using very high quality of embroidery, prints and weaves. Our forte lies in the quality of our workmanship and the finishing of each garment, as we offer in-house customized alteration and tailoring facility. This year's added attraction of woven and variety of textured tassar of West-Bengal specially scarves in cotton and silk woven and Embroidery .
Embroidered Kurtis	3.0	PAGE	10.0	550215091660751	Gorgeous Fashions	https://www.facebook.com/550215091660751	{street=, zip=}	Ethnic Wear for Ladies   Description  Gorgeous is designing the most fabulous fashion apparels to enhance Gods’ wonderful and beautiful creation “Woman”.   We have an exclusive collection of Indian Ethnic Wear that includes Embroidered Kurtis, Kurtis, Cotton Kurtis, and Printed Kurtis. On the other hand, we also have a range of other beautiful western outfits like Skirts, Top, Casual and Formal Blouse, Evening Gowns, Swim Wear, Shoe, etc.   On a regular basis we bring innovative designs and concepts in our orders to introduce new style statement and latest fashion trends in the market. CHECK our PAGE regular or LIKE us to get the new updates.  
Embroidered Kurtis	3.0	PAGE	10.0	264046220300320	Green House	https://www.facebook.com/264046220300320	{street=, zip=}	
Embroidered Kurtis	3.0	PAGE	10.0	204492039590097	M/S Lakshmi Varsha	https://www.facebook.com/204492039590097	{street=5646/20, Haji Textile Market, Katra Anoop Singh, Nai Sarak, city=Delhi, state=, country=India, zip=110006}	M/S LAKSHMI VARSHA was established in the year 1919 by Lala Lachchman Das Jain of Lahore with the main objective of providing wide range of embroidered ethnic wear for women. We are a professionally managed firm that is manufacturing Suits, Sarees & Lehnga Chunni all over INDIA.
Short kurtis	3.0	PAGE	13.211341356547424	132591110126986	Neelaambari	https://www.facebook.com/132591110126986	{street=Shop No.4 ,9th Cross, 2nd A Main, indira Nagar 1st Stage, city=Bangalore, state=, country=India, zip=560038}	
Short kurtis	3.0	PAGE	18.27667037805631	333603632501	kurti	https://www.facebook.com/333603632501	{street=, zip=}	
Short kurtis	3.0	PAGE	10.0	120862164639972	Kurtis makes me feel short	https://www.facebook.com/120862164639972	{street=, zip=}	
Short kurtis	3.0	PAGE	10.0	225958944124469	We all now a short person called Kurtis	https://www.facebook.com/225958944124469	{street=, zip=}	
Short kurtis	3.0	PAGE	10.0	171364596281970	Kurtis Devore	https://www.facebook.com/171364596281970	{street=, zip=}	
Short kurtis	3.0	PAGE	10.0	234772536601549	Ruchi Handicrafts & garments	https://www.facebook.com/234772536601549	{street=, zip=}	
Ladies Exclusive Kurtis	3.0	PAGE	55.86465576464741	355109671221445	Exclusive Ladies Suits & Kurtis	https://www.facebook.com/355109671221445	{street=, zip=}	
Ladies Exclusive Kurtis	3.0	PAGE	10.0	303894696393515	Exclusive Ladies Kurtis	https://www.facebook.com/303894696393515	{street=#1245, K.R.Puram, city=Bangalore, state=, country=India, zip=5600016}	
Ladies Exclusive Kurtis	3.0	PAGE	10.0	384620968282247	UTurn, Exclusive Ladies Kurtis	https://www.facebook.com/384620968282247	{street=, zip=}	
Fashionable Kurtis	3.0	PAGE	36.591197625651006	121071902817	TRENDZ- Ravishing KURTI's / Top / Tunic Collection	https://www.facebook.com/121071902817	{street=, zip=}	
Fashionable Kurtis	3.0	PAGE	4.154930332687702	105143672877777	Fashion By brijraj	https://www.facebook.com/105143672877777	{street=1428-30,Maliwara,Nai Sarak,Chandni Chowk, city=Delhi, state=, country=India, zip=110006}	arissa(designer brand housing the labels like Neeta Lulla,Archana Kochhar,Manish Malhotra,Sureley Goel....)
Fashionable Kurtis	3.0	PAGE	7.188730543511408	168144676653066	Fashion & Fusion	https://www.facebook.com/168144676653066	{street=, zip=}	All about Women's Wear! Salwars, Tops, Kurtis, Sarees, Tunics!  Hand-crafted to perfection! 
Fashionable Kurtis	3.0	PAGE	0.7792640482834016	139953749377499	Bollywood Fashions	https://www.facebook.com/139953749377499	{street=From India, zip=}	For the most beautiful apparels direct from India, choose Chella Boutique. We promise high quality & affordable designs in a range of sizes.  
Fashionable Kurtis	3.0	PAGE	2.0	105712286184014	Seeds Fashion	https://www.facebook.com/105712286184014	{street=, zip=}	
Fashionable Kurtis	3.0	PAGE	14.289751581597873	351156034903005	Style O Fashions	https://www.facebook.com/351156034903005	{street=5Th Block Koramangala Jyotinivas College Road Opp to Cuppa Fashion Floor Building Shop No G 11, city=Bangalore, state=, country=India, zip=560095}	We deal in designer garments for ladies. We have great collections in Dress, Tops, Leggings, Jennings, Gowns, Shrugs, Skirts, Stockings, Winter Wear, Kurtis, Harems, Jeans...
Fashionable Kurtis	3.0	PAGE	3.065044752110663	409890255707331	Sakhi Fashions	https://www.facebook.com/409890255707331	{street=, zip=}	0824 2424580
Fashionable Kurtis	3.0	PAGE	8.0	488962297794435	Fashion Psychology : fpsychology	https://www.facebook.com/488962297794435	{street=, zip=}	Id collection: Tops and dresses Ego collection: Tunics and kurtis Superego collection: Sarees and lehengas  
Fashionable Kurtis	3.0	PAGE	65.0	300088400033741	Ladies Kurti , V.H Fashions	https://www.facebook.com/300088400033741	{street=BTM 1st Stage, city=Bangalore, state=, country=India, zip=560029}	Hi All, Good Opportunity for ladies kurtis retailers We are wholesale dealer and manufactures of all types of ladies kurtis and new designs … we are selling kurtis start from only 150 rs… which you can sell same kurtis for above 400rs .
Fashionable Kurtis	3.0	PAGE	14.0	274733792626669	Vani J Fashions	https://www.facebook.com/274733792626669	{street=, zip=}	
Fashionable Kurtis	3.0	PAGE	14.0	300681516634988	Haiee Fashion Apparels	https://www.facebook.com/300681516634988	{street=C/002  Ekta Woods, Raheja Estate, Kulup Wadi Road  Borivali (East), city=Mumbai, state=, country=India, zip=400066}	Haiee Fashion Apparels is offering exclusive designer kurits. The outfits are an exotic blend of east and west, and are in a range of fabrics like Satins, Brocades silks & Crepes which complement exotic embroideries on the kurtas. The Sizes we offer can be as per the requirement to suit your comfort.  Kurtis can be worn on jeans, leggings or salwars regardless of any age. Our beautiful unique designs are created keeping in mind the trend fabric and colours of seasons, available 365 days of the year in different style, colours and sizes.   Quality is premium to us. With our dedication to quality, customer satisfaction and consumer service, Haiee Fashion Apparels gives you the best product to make you look better than ever.  We follow strict quality procedures right from the procurement of raw materials to the dispatch of final products. Quality is supreme in all aspects -- be it fabric, designs, colours, style and pattern.   Haiee Fashion Apparels is a venture that brings the latest trends in fashion for Girls... You can also give your unused clothes and sarees a makeover...   You will love to wear clothes :)
Fashionable Kurtis	3.0	PAGE	10.0	407810079277644	Kurtis From Ethnic June - House Of Ethnic Designer Fashion Wears For Women	https://www.facebook.com/407810079277644	{street=, zip=}	
Fashionable Kurtis	3.0	PAGE	10.0	371565266245580	Anumita Creations	https://www.facebook.com/371565266245580	{street=, zip=}	
Fashionable Kurtis	3.0	PAGE	10.0	152389178207179	M.Radhe creation	https://www.facebook.com/152389178207179	{street=, zip=}	
Fashionable Kurtis	3.0	PAGE	10.0	198993013508045	Delhi Selections	https://www.facebook.com/198993013508045	{street=, zip=}	
Fashionable Kurtis	3.0	PAGE	10.0	377444185666124	Magical MayaZ	https://www.facebook.com/377444185666124	{street=, zip=}	Magical MayaZ  is a Magical world  for all your fashion needs from Designer Salwar kameez ,Sarees , Fashionable Kurtis to all other fashion accessories.  Our products are specially handpicked from Various parts of India keeping in mind the current trend. Our collections are trendy and ofcourse stylish that will make you feel special and standout!!  You can contact us by sending email to mayazfashions@gmail.com  or call us at +91-9886172283 
Fashionable Kurtis	3.0	PAGE	10.0	462637757088202	Fashion Jewlry/ Kurtis/Salwar Kamiz	https://www.facebook.com/462637757088202	{street=, zip=}	
Fashionable Kurtis	3.0	PAGE	0.8181572507015457	211261572302832	Indan Fashion	https://www.facebook.com/211261572302832	{street=, zip=}	Designs made by will be focused as well as some good, beautful eye catching designs will also be seen
Fashionable Kurtis	3.0	PAGE	14.0	134379400034133	Slee Fashion	https://www.facebook.com/134379400034133	{street=S V Road Milan Subway Junction, Santacruz West, city=Mumbai, state=, country=India, zip=400054}	Slee Fashion is a Proprietorship Garment Firm. The Brand name is 'Uth Kurtis'. It was started in January, 2012 by Shailee Ladiwala. It manufacturers Women's Wear Traditional and Designer Kurtis. It is associated with Brand PrintLine Shirts (www.printlineshirts.com). 
Fashionable Kurtis	3.0	PAGE	10.0	328509880565564	Onkar fashions	https://www.facebook.com/328509880565564	{street=, zip=}	
Fashionable Kurtis	3.0	PAGE	9.80181455657165	140090456056017	Kriyeesha fashions	https://www.facebook.com/140090456056017	{street=, zip=}	DESIGNERS N MANUFACTURERS OF COTTON KURTIS N APPARELS
Fashionable Kurtis	3.0	PAGE	10.0	355128424575234	Fashion Spirit Sri Lanka - Designer Kurtis Sri Lanka	https://www.facebook.com/355128424575234	{street=, zip=}	We highly believe providing our customers the best value for the price with an affordable elegance.
Fashionable Kurtis	3.0	PAGE	14.0	131774520175439	Hazel Fashion Boutique	https://www.facebook.com/131774520175439	{street=, zip=}	
Fashionable Kurtis	3.0	PAGE	10.735676673073366	225035520937853	Dilkash Fashions	https://www.facebook.com/225035520937853	{street=, zip=}	All kinds of latest High fashion ladies stitched, semi-stitched and unstitched suits/kurtis available in all sizes.
Fashionable Kurtis	3.0	PAGE	47.0	124416807593518	Kurti Fashion	https://www.facebook.com/124416807593518	{street=, zip=}	
Fashionable Kurtis	3.0	PAGE	9.312875576684142	193143697424783	Pakistani dresses - Ghazal Fashions	https://www.facebook.com/193143697424783	{street=, zip=}	In last 7 years being in Canada, whenever I feel a need of finding a nice dress of my choice in my budget, I always had to face a very tough situation and ended up either spending too much money or by sacrificng my choice while staying in the budget. Their comes the need of a designer brand which is upto the latest trends, different, unique, custom and yet affordable. Ghazal Fashions is all about custom designing, latest trends and affordability.  It is a joint venture of two childhood friends Aelya and Madiha with an experience of more than 10 years in dress designing. We have more variety available in suits and kurtis. Please email at ghazal.fashions@gmail.com for any query. 
Fashionable Kurtis	3.0	PAGE	20.42634901821299	303106246461649	Bizzare fashion hub	https://www.facebook.com/303106246461649	{street=irla sadan building,irla society road,vile parle west, city=Mumbai, state=, country=India, zip=400056}	we have wide range of designer kurtis ,tshirts,jeans jeggings,midis and etc
Fashionable Kurtis	3.0	PAGE	10.0	255690257867223	A&M Fashion Hub	https://www.facebook.com/255690257867223	{street=, zip=}	Come and discover the new fashion hub in your own area, trendy, selected, kurtis and dress materials in reasonable rates....
Fashionable Kurtis	3.0	PAGE	2.0	221532011302026	FS fashion	https://www.facebook.com/221532011302026	{street=, zip=}	
Fashionable Kurtis	3.0	PAGE	6.462756426319518	246107635495198	Elle Fashions	https://www.facebook.com/246107635495198	{street=andheri, city=Mumbai, state=, country=India, zip=400053}	sourcing boutiques and accept personal orders of clothing line which includes karachi,pakistani,indian suits and  indian and pakistani kurtis ...Also accept wholesale orders..
Fashionable Kurtis	3.0	PAGE	10.0	445553732146556	Siya fashions	https://www.facebook.com/445553732146556	{street=, zip=}	
Fashionable Kurtis	3.0	PAGE	10.0	389576267775559	Colors Of Fashion	https://www.facebook.com/389576267775559	{street=, zip=}	
Fashionable Kurtis	3.0	PAGE	10.0	379352788779629	Divas Fashion	https://www.facebook.com/379352788779629	{street=, zip=}	we are manufacturer of kurtis and ethnic wear... we are here with the new concept. Now you can buy your styling accessory sitting at home. all you need is choose your dress and order according to your size (refer product section). to our email address divasfashion9@yahoo.com and your dress will be delivered to your address in 14 days.  
Fashionable Kurtis	3.0	PAGE	10.0	252863578140035	Di Fashion (India)	https://www.facebook.com/252863578140035	{street=, zip=}	"Di Fashion, setting new trends in the market, is primarily engaged in the manufacturing, supplying & exporting of Indian Tunic, Embroidered Kurtis, Thread Embroidered, Cotton Kurti Tops, Puls Size Kurti, Stone worked tunic and Designer Kurti Tops. The array includes Ladies Tunics, Ladies Kurtis, and many more. The Ladies Readymade Garments have earned us loads of appreciation in the national as well as international market due to the unmatched quality and elegant look. The Designer Readymade Garments are also perfect attire to suit the mood of various occasions. With customer centric approach, we have set a strong foothold in the domestic as well as foreign markets. The company is based at New Delhi (India) by having advanced production facilities in order to meet the bulk demands of the clients. Last but not the least, we are making diligent efforts to satisfy our clients and maintain long-term relationship with our esteemed clients.carries the best Fashion, found, and created clothing organized into fashions based on season, era, and function so you can find what you are looking for quickly, without the hassle usually associated with consignment stores."  Di Fashion
Fashionable Kurtis	3.0	PAGE	10.0	527926610570875	Raga fashion studio	https://www.facebook.com/527926610570875	{street=, zip=}	
Fashionable Kurtis	3.0	PAGE	10.0	192606507490986	Amsca Fashion	https://www.facebook.com/192606507490986	{street=, zip=}	Amsca fashion was born in 2010. It all started as a hobby and we established a business through it by understanding the needs of the Indian people living abroad through there feedback. We all look for good quality and good price but we all know that these two things don’t go together. Committed to deliver these things at one time we started the business. As it is an on line and on demand we were able to cut the overheads bringing the price down without compromising on the price. This is an on line boutique and when you chose a outfit, we will send you a measurement form and the suits are made only for you and will be delivered at your doorstep with a warranty. We cater designer sarees (saris, saree), designer kurtis, Indian salwar kameez, salwar suits, salwar kurtis. We have latest collection of designer salwar kameez, Indian sarees like designer sarees, bridal sarees, georgette sarees, silk sarees and kurtis. For more information you can drop a line or call us on 604-364-1162
Fashionable Kurtis	3.0	PAGE	10.0	380256492046621	KrishikaFashions	https://www.facebook.com/380256492046621	{street=Marathalli, city=Bangalore, state=, country=India, zip=500045}	
Fashionable Kurtis	3.0	PAGE	10.0	262358593823753	Anney's Fashion	https://www.facebook.com/262358593823753	{street=, zip=}	
Fashionable Kurtis	3.0	PAGE	8.0	186089914761540	Essence Fashion	https://www.facebook.com/186089914761540	{street=, zip=}	Specialist in kurtis, sarees, salwar suits, designer blouses n kidswear
Fashionable Kurtis	3.0	PAGE	10.0	316510488406602	Sitara Fashion House	https://www.facebook.com/316510488406602	{street=, zip=}	Sitara Fashion House offers a wide range of affordable Indian kurtis (tops), costume jewellery and modern attire to cater to your need.For enquiries please do not hesitate to contact us at: sitarafashionhouse@yahoo.com To order any item from any of the album, please inbox or send us a mail to sitarafashionhouse@yahoo.com.  Postal charges as follows: RM7 for item below 500gm For every additional 250gm - add RM1  ALL PRICE EXCLUDE POSTAGE  How to place your order:  1.Please pm us your name,delivery add,mobile no and item code/colour/size. 2. We will reply your order. 3. Once you make the payment to the given account number, please inbox us the receipt/details of payment. 4. We will post it and email you the tracking number. 5. Once u receive it , appreciate if u could let us know. 6. No exchange, cancellation , refund or exchange of items once payment has been made. 7. Serious Buyers only and please no Backout buyers.  Note: Sitara FH will not be responsible on any damages,loses during the shipment.  Colour may be slightly differ due to camera lighting and we recommend you to dry clean your purchases or at least handwash.  SITARA FH's moto is HONESTY IS THE BEST POLICY. and we expect the same from buyers too :) 
Fashionable Kurtis	3.0	PAGE	2.0	205685526132139	Banu Fashion	https://www.facebook.com/205685526132139	{street=, zip=}	Specialises in DESIGNER Lehengas, sarees, unstitched Suits, Churidars and matching accessories.. sandals, purses and designer jewellery
